Subject,Item,VerbType,Position,RT,NPPredictability
Subj4,Item21,NonPrefV,NP_2,312.54 ,0.00 
Subj4,Item22,AspV,Verb,130.52 ,0.15 
Subj4,Item22,AspV,NP,139.18 ,0.15 
Subj4,Item22,AspV,NP_1,115.14 ,0.15 
Subj4,Item22,AspV,NP_2,107.83 ,0.15 
Subj4,Item23,PrefV,Verb,275.58 ,0.55 
Subj4,Item23,PrefV,NP,182.23 ,0.55 
Subj4,Item23,PrefV,NP_1,412.89 ,0.55 
Subj4,Item23,PrefV,NP_2,330.28 ,0.55 
Subj4,Item24,NonPrefV,Verb,251.83 ,0.00 
Subj4,Item24,NonPrefV,NP,223.12 ,0.00 
Subj4,Item24,NonPrefV,NP_1,227.77 ,0.00 
Subj4,Item24,NonPrefV,NP_2,248.45 ,0.00 
Subj4,Item25,AspV,Verb,248.71 ,0.00 
Subj4,Item25,AspV,NP,76.10 ,0.00 
Subj4,Item25,AspV,NP_1,166.75 ,0.00 
Subj4,Item25,AspV,NP_2,301.44 ,0.00 
Subj4,Item26,PrefV,Verb,278.75 ,0.60 
Subj4,Item26,PrefV,NP,296.76 ,0.60 
Subj4,Item26,PrefV,NP_1,394.77 ,0.60 
Subj4,Item26,PrefV,NP_2,344.80 ,0.60 
Subj4,Item27,NonPrefV,Verb,227.86 ,0.00 
Subj4,Item27,NonPrefV,NP,168.51 ,0.00 
Subj4,Item27,NonPrefV,NP_1,127.22 ,0.00 
Subj4,Item27,NonPrefV,NP_2,135.85 ,0.00 
Subj4,Item28,AspV,Verb,140.28 ,0.00 
Subj4,Item28,AspV,NP,100.25 ,0.00 
Subj4,Item28,AspV,NP_1,158.30 ,0.00 
Subj4,Item28,AspV,NP_2,133.56 ,0.00 
Subj4,Item29,PrefV,Verb,262.22 ,0.25 
Subj4,Item29,PrefV,NP,169.59 ,0.25 
Subj4,Item29,PrefV,NP_1,304.25 ,0.25 
Subj4,Item29,PrefV,NP_2,289.58 ,0.25 
Subj4,Item30,NonPrefV,Verb,342.09 ,0.20 
Subj4,Item30,NonPrefV,NP,358.06 ,0.20 
Subj4,Item30,NonPrefV,NP_1,229.45 ,0.20 
Subj4,Item30,NonPrefV,NP_2,378.16 ,0.20 
Subj4,Item31,AspV,Verb,250.66 ,0.00 
Subj4,Item31,AspV,NP,254.00 ,0.00 
Subj4,Item31,AspV,NP_1,321.36 ,0.00 
Subj4,Item31,AspV,NP_2,274.00 ,0.00 
Subj4,Item32,PrefV,Verb,135.72 ,0.60 
Subj4,Item32,PrefV,NP,111.68 ,0.60 
Subj4,Item32,PrefV,NP_1,137.00 ,0.60 
Subj4,Item32,PrefV,NP_2,129.00 ,0.60 
Subj5,Item1,PrefV,Verb,308.37 ,0.60 
Subj5,Item1,PrefV,NP,165.70 ,0.60 
Subj5,Item1,PrefV,NP_1,220.36 ,0.60 
Subj5,Item1,PrefV,NP_2,177.05 ,0.60 
Subj5,Item2,NonPrefV,Verb,236.85 ,0.35 
Subj5,Item2,NonPrefV,NP,224.88 ,0.35 
Subj5,Item2,NonPrefV,NP_1,213.56 ,0.35 
Subj5,Item2,NonPrefV,NP_2,218.89 ,0.35 
Subj5,Item3,AspV,Verb,139.23 ,0.00 
Subj5,Item3,AspV,NP,147.26 ,0.00 
Subj5,Item3,AspV,NP_1,155.30 ,0.00 
Subj5,Item3,AspV,NP_2,146.59 ,0.00 
Subj5,Item4,PrefV,Verb,269.12 ,0.90 
Subj5,Item4,PrefV,NP,335.72 ,0.90 
Subj5,Item4,PrefV,NP_1,207.71 ,0.90 
Subj5,Item4,PrefV,NP_2,245.02 ,0.90 
Subj5,Item5,NonPrefV,Verb,124.89 ,0.30 
Subj5,Item5,NonPrefV,NP,293.54 ,0.30 
Subj5,Item5,NonPrefV,NP_1,199.52 ,0.30 
Subj5,Item5,NonPrefV,NP_2,156.88 ,0.30 
Subj5,Item6,AspV,Verb,162.66 ,0.10 
Subj5,Item6,AspV,NP,186.05 ,0.10 
Subj5,Item6,AspV,NP_1,176.00 ,0.10 
Subj5,Item6,AspV,NP_2,166.66 ,0.10 
Subj5,Item7,PrefV,Verb,366.47 ,0.45 
Subj5,Item7,PrefV,NP,637.18 ,0.45 
Subj5,Item7,PrefV,NP_1,545.22 ,0.45 
Subj5,Item7,PrefV,NP_2,393.21 ,0.45 
Subj5,Item8,NonPrefV,Verb,155.28 ,0.25 
Subj5,Item8,NonPrefV,NP,146.62 ,0.25 
Subj5,Item8,NonPrefV,NP_1,154.64 ,0.25 
Subj5,Item8,NonPrefV,NP_2,145.94 ,0.25 
Subj5,Item9,AspV,Verb,149.33 ,0.10 
Subj5,Item9,AspV,NP,124.68 ,0.10 
Subj5,Item9,AspV,NP_1,149.33 ,0.10 
Subj5,Item9,AspV,NP_2,109.43 ,0.10 
Subj5,Item10,PrefV,Verb,140.43 ,0.35 
Subj5,Item10,PrefV,NP,164.48 ,0.35 
Subj5,Item10,PrefV,NP_1,171.75 ,0.35 
Subj5,Item10,PrefV,NP_2,146.44 ,0.35 
Subj5,Item11,NonPrefV,Verb,124.42 ,0.40 
Subj5,Item11,NonPrefV,NP,148.43 ,0.40 
Subj5,Item11,NonPrefV,NP_1,140.50 ,0.40 
Subj5,Item11,NonPrefV,NP_2,132.43 ,0.40 
Subj5,Item12,AspV,Verb,180.99 ,0.00 
Subj5,Item12,AspV,NP,171.07 ,0.00 
Subj5,Item12,AspV,NP_1,177.69 ,0.00 
Subj5,Item12,AspV,NP_2,167.78 ,0.00 
Subj5,Item13,PrefV,Verb,334.54 ,0.15 
Subj5,Item13,PrefV,NP,334.81 ,0.15 
Subj5,Item13,PrefV,NP_1,318.70 ,0.15 
Subj5,Item13,PrefV,NP_2,319.45 ,0.15 
Subj5,Item14,NonPrefV,Verb,296.83 ,0.15 
Subj5,Item14,NonPrefV,NP,202.22 ,0.15 
Subj5,Item14,NonPrefV,NP_1,255.47 ,0.15 
Subj5,Item14,NonPrefV,NP_2,242.78 ,0.15 
Subj5,Item15,AspV,Verb,194.34 ,0.00 
Subj5,Item15,AspV,NP,200.44 ,0.00 
Subj5,Item15,AspV,NP_1,141.64 ,0.00 
Subj5,Item15,AspV,NP_2,181.62 ,0.00 
Subj5,Item16,PrefV,Verb,484.41 ,0.60 
Subj5,Item16,PrefV,NP,574.46 ,0.60 
Subj5,Item16,PrefV,NP_1,533.17 ,0.60 
Subj5,Item16,PrefV,NP_2,381.11 ,0.60 
Subj5,Item17,NonPrefV,Verb,144.66 ,0.05 
Subj5,Item17,NonPrefV,NP,135.96 ,0.05 
Subj5,Item17,NonPrefV,NP_1,159.97 ,0.05 
Subj5,Item17,NonPrefV,NP_2,151.28 ,0.05 
Subj5,Item18,AspV,Verb,322.05 ,0.20 
Subj5,Item18,AspV,NP,258.79 ,0.20 
Subj5,Item18,AspV,NP_1,358.06 ,0.20 
Subj5,Item18,AspV,NP_2,245.39 ,0.20 
Subj5,Item19,PrefV,Verb,180.29 ,0.55 
Subj5,Item19,PrefV,NP,154.93 ,0.55 
Subj5,Item19,PrefV,NP_1,146.33 ,0.55 
Subj5,Item19,PrefV,NP_2,154.27 ,0.55 
Subj5,Item20,NonPrefV,Verb,156.51 ,0.25 
Subj5,Item20,NonPrefV,NP,115.79 ,0.25 
Subj5,Item20,NonPrefV,NP_1,141.16 ,0.25 
Subj5,Item20,NonPrefV,NP_2,117.12 ,0.25 
Subj5,Item21,AspV,Verb,232.99 ,0.05 
Subj5,Item21,AspV,NP,221.02 ,0.05 
Subj5,Item21,AspV,NP_1,273.80 ,0.05 
Subj5,Item21,AspV,NP_2,244.34 ,0.05 
Subj5,Item22,PrefV,Verb,166.49 ,0.30 
Subj5,Item22,PrefV,NP,173.91 ,0.30 
Subj5,Item22,PrefV,NP_1,164.48 ,0.30 
Subj5,Item22,PrefV,NP_2,171.86 ,0.30 
Subj5,Item23,NonPrefV,Verb,321.69 ,0.25 
Subj5,Item23,NonPrefV,NP,402.44 ,0.25 
Subj5,Item23,NonPrefV,NP_1,207.70 ,0.25 
Subj5,Item23,NonPrefV,NP_2,213.03 ,0.25 
Subj5,Item24,AspV,Verb,164.55 ,0.00 
Subj5,Item24,AspV,NP,155.28 ,0.00 
Subj5,Item24,AspV,NP_1,146.54 ,0.00 
Subj5,Item24,AspV,NP_2,170.60 ,0.00 
Subj5,Item25,PrefV,Verb,183.83 ,0.85 
Subj5,Item25,PrefV,NP,189.77 ,0.85 
Subj5,Item25,PrefV,NP_1,243.79 ,0.85 
Subj5,Item25,PrefV,NP_2,167.13 ,0.85 
Subj5,Item26,NonPrefV,Verb,151.59 ,0.25 
Subj5,Item26,NonPrefV,NP,126.90 ,0.25 
Subj5,Item26,NonPrefV,NP_1,167.60 ,0.25 
Subj5,Item26,NonPrefV,NP_2,158.25 ,0.25 
Subj5,Item27,AspV,Verb,468.14 ,0.00 
Subj5,Item27,AspV,NP,190.81 ,0.00 
Subj5,Item27,AspV,NP_1,164.75 ,0.00 
Subj5,Item27,AspV,NP_2,172.07 ,0.00 
Subj5,Item28,PrefV,Verb,152.66 ,0.25 
Subj5,Item28,PrefV,NP,160.01 ,0.25 
Subj5,Item28,PrefV,NP_1,167.33 ,0.25 
Subj5,Item28,PrefV,NP_2,157.99 ,0.25 
Subj5,Item29,NonPrefV,Verb,188.49 ,0.40 
Subj5,Item29,NonPrefV,NP,194.52 ,0.40 
Subj5,Item29,NonPrefV,NP_1,216.51 ,0.40 
Subj5,Item29,NonPrefV,NP_2,205.86 ,0.40 
Subj5,Item30,AspV,Verb,163.29 ,0.05 
Subj5,Item30,AspV,NP,218.59 ,0.05 
Subj5,Item30,AspV,NP_1,207.24 ,0.05 
Subj5,Item30,AspV,NP_2,180.61 ,0.05 
Subj5,Item31,PrefV,Verb,130.17 ,0.50 
Subj5,Item31,PrefV,NP,42.87 ,0.50 
Subj5,Item31,PrefV,NP_1,182.85 ,0.50 
Subj5,Item31,PrefV,NP_2,140.86 ,0.50 
Subj5,Item32,NonPrefV,Verb,158.74 ,0.10 
Subj5,Item32,NonPrefV,NP,166.05 ,0.10 
Subj5,Item32,NonPrefV,NP_1,253.42 ,0.10 
Subj5,Item32,NonPrefV,NP_2,176.80 ,0.10 
Subj6,Item1,NonPrefV,Verb,285.97 ,0.05 
Subj6,Item1,NonPrefV,NP,319.93 ,0.05 
Subj6,Item1,NonPrefV,NP_1,432.61 ,0.05 
Subj6,Item1,NonPrefV,NP_2,348.63 ,0.05 
Subj6,Item2,AspV,Verb,380.18 ,0.05 
Subj6,Item2,AspV,NP,266.93 ,0.05 
Subj6,Item2,AspV,NP_1,398.16 ,0.05 
Subj6,Item2,AspV,NP_2,380.25 ,0.05 
Subj6,Item3,PrefV,Verb,369.59 ,0.20 
Subj6,Item3,PrefV,NP,352.35 ,0.20 
Subj6,Item3,PrefV,NP_1,351.68 ,0.20 
Subj6,Item3,PrefV,NP_2,446.96 ,0.20 
Subj6,Item4,NonPrefV,Verb,337.13 ,0.05 
Subj6,Item4,NonPrefV,NP,401.08 ,0.05 
Subj6,Item4,NonPrefV,NP_1,414.98 ,0.05 
Subj6,Item4,NonPrefV,NP_2,331.72 ,0.05 
Subj6,Item5,AspV,Verb,377.42 ,0.00 
Subj6,Item5,AspV,NP,424.09 ,0.00 
Subj6,Item5,AspV,NP_1,468.87 ,0.00 
Subj6,Item5,AspV,NP_2,431.43 ,0.00 
Subj6,Item6,PrefV,Verb,499.15 ,0.10 
Subj6,Item6,PrefV,NP,556.51 ,0.10 
Subj6,Item6,PrefV,NP_1,499.84 ,0.10 
Subj6,Item6,PrefV,NP_2,477.21 ,0.10 
Subj6,Item7,NonPrefV,Verb,477.73 ,0.10 
Subj6,Item7,NonPrefV,NP,616.38 ,0.10 
Subj6,Item7,NonPrefV,NP_1,685.05 ,0.10 
Subj6,Item7,NonPrefV,NP_2,623.04 ,0.10 
Subj6,Item8,AspV,Verb,479.39 ,0.00 
Subj6,Item8,AspV,NP,441.40 ,0.00 
Subj6,Item8,AspV,NP_1,421.43 ,0.00 
Subj6,Item8,AspV,NP_2,450.06 ,0.00 
Subj6,Item9,PrefV,Verb,288.29 ,0.35 
Subj6,Item9,PrefV,NP,306.32 ,0.35 
Subj6,Item9,PrefV,NP_1,259.65 ,0.35 
Subj6,Item9,PrefV,NP_2,262.88 ,0.35 
Subj6,Item10,NonPrefV,Verb,337.49 ,0.20 
Subj6,Item10,NonPrefV,NP,353.41 ,0.20 
Subj6,Item10,NonPrefV,NP_1,304.86 ,0.20 
Subj6,Item10,NonPrefV,NP_2,290.22 ,0.20 
Subj6,Item11,AspV,Verb,335.94 ,0.00 
Subj6,Item11,AspV,NP,319.94 ,0.00 
Subj6,Item11,AspV,NP_1,320.64 ,0.00 
Subj6,Item11,AspV,NP_2,353.36 ,0.00 
Subj6,Item12,PrefV,Verb,302.09 ,0.45 
Subj6,Item12,PrefV,NP,287.42 ,0.45 
Subj6,Item12,PrefV,NP_1,385.29 ,0.45 
Subj6,Item12,PrefV,NP_2,319.41 ,0.45 
Subj6,Item13,NonPrefV,Verb,447.01 ,0.05 
Subj6,Item13,NonPrefV,NP,411.16 ,0.05 
Subj6,Item13,NonPrefV,NP_1,408.48 ,0.05 
Subj6,Item13,NonPrefV,NP_2,341.72 ,0.05 
Subj6,Item14,AspV,Verb,407.53 ,0.05 
Subj6,Item14,AspV,NP,693.01 ,0.05 
Subj6,Item14,AspV,NP_1,566.83 ,0.05 
Subj6,Item14,AspV,NP_2,605.64 ,0.05 
Subj6,Item15,PrefV,Verb,341.54 ,0.20 
Subj6,Item15,PrefV,NP,229.46 ,0.20 
Subj6,Item15,PrefV,NP_1,314.12 ,0.20 
Subj6,Item15,PrefV,NP_2,363.51 ,0.20 
Subj6,Item16,NonPrefV,Verb,320.73 ,0.20 
Subj6,Item16,NonPrefV,NP,257.38 ,0.20 
Subj6,Item16,NonPrefV,NP_1,340.72 ,0.20 
Subj6,Item16,NonPrefV,NP_2,340.77 ,0.20 
Subj6,Item17,AspV,Verb,323.88 ,0.00 
Subj6,Item17,AspV,NP,276.68 ,0.00 
Subj6,Item17,AspV,NP_1,295.20 ,0.00 
Subj6,Item17,AspV,NP_2,281.22 ,0.00 
Subj6,Item18,PrefV,Verb,393.78 ,0.40 
Subj6,Item18,PrefV,NP,327.70 ,0.40 
Subj6,Item18,PrefV,NP_1,344.31 ,0.40 
Subj6,Item18,PrefV,NP_2,360.37 ,0.40 
Subj6,Item19,NonPrefV,Verb,304.31 ,0.30 
Subj6,Item19,NonPrefV,NP,657.70 ,0.30 
Subj6,Item19,NonPrefV,NP_1,324.97 ,0.30 
Subj6,Item19,NonPrefV,NP_2,389.63 ,0.30 
Subj6,Item20,AspV,Verb,381.76 ,0.20 
Subj6,Item20,AspV,NP,299.79 ,0.20 
Subj6,Item20,AspV,NP_1,397.82 ,0.20 
Subj6,Item20,AspV,NP_2,363.80 ,0.20 
Subj6,Item21,PrefV,Verb,432.97 ,0.55 
Subj6,Item21,PrefV,NP,524.96 ,0.55 
Subj6,Item21,PrefV,NP_1,453.65 ,0.55 
Subj6,Item21,PrefV,NP_2,433.28 ,0.55 
Subj6,Item22,NonPrefV,Verb,532.29 ,0.05 
Subj6,Item22,NonPrefV,NP,636.34 ,0.05 
Subj6,Item22,NonPrefV,NP_1,704.34 ,0.05 
Subj6,Item22,NonPrefV,NP_2,3185.67 ,0.05 
Subj6,Item23,AspV,Verb,610.29 ,0.45 
Subj6,Item23,AspV,NP,711.59 ,0.45 
Subj6,Item23,AspV,NP_1,536.93 ,0.45 
Subj6,Item23,AspV,NP_2,464.95 ,0.45 
Subj6,Item24,PrefV,Verb,494.77 ,0.05 
Subj6,Item24,PrefV,NP,648.10 ,0.05 
Subj6,Item24,PrefV,NP_1,476.09 ,0.05 
Subj6,Item24,PrefV,NP_2,630.80 ,0.05 
Subj6,Item25,NonPrefV,Verb,382.52 ,0.05 
Subj6,Item25,NonPrefV,NP,444.64 ,0.05 
Subj6,Item25,NonPrefV,NP_1,392.56 ,0.05 
Subj6,Item25,NonPrefV,NP_2,358.56 ,0.05 
Subj6,Item26,AspV,Verb,346.86 ,0.10 
Subj6,Item26,AspV,NP,266.24 ,0.10 
Subj6,Item26,AspV,NP_1,396.86 ,0.10 
Subj6,Item26,AspV,NP_2,474.90 ,0.10 
Subj6,Item27,PrefV,Verb,355.45 ,0.05 
Subj6,Item27,PrefV,NP,290.75 ,0.05 
Subj6,Item27,PrefV,NP_1,308.74 ,0.05 
Subj6,Item27,PrefV,NP_2,278.05 ,0.05 
Subj6,Item28,NonPrefV,Verb,352.95 ,0.10 
Subj6,Item28,NonPrefV,NP,416.31 ,0.10 
Subj6,Item28,NonPrefV,NP_1,461.64 ,0.10 
Subj6,Item28,NonPrefV,NP_2,424.33 ,0.10 
Subj6,Item29,AspV,Verb,462.19 ,0.05 
Subj6,Item29,AspV,NP,665.57 ,0.05 
Subj6,Item29,AspV,NP_1,588.90 ,0.05 
Subj6,Item29,AspV,NP_2,434.99 ,0.05 
Subj6,Item30,PrefV,Verb,391.38 ,0.65 
Subj6,Item30,PrefV,NP,453.40 ,0.65 
Subj6,Item30,PrefV,NP_1,432.71 ,0.65 
Subj6,Item30,PrefV,NP_2,365.39 ,0.65 
Subj6,Item31,NonPrefV,Verb,490.80 ,0.05 
Subj6,Item31,NonPrefV,NP,404.79 ,0.05 
Subj6,Item31,NonPrefV,NP_1,418.11 ,0.05 
Subj6,Item31,NonPrefV,NP_2,542.89 ,0.05 
Subj6,Item32,AspV,Verb,438.55 ,0.00 
Subj6,Item32,AspV,NP,482.51 ,0.00 
Subj6,Item32,AspV,NP_1,397.17 ,0.00 
Subj6,Item32,AspV,NP_2,539.30 ,0.00 
Subj7,Item1,AspV,Verb,273.10 ,0.00 
Subj7,Item1,AspV,NP,339.68 ,0.00 
Subj7,Item1,AspV,NP_1,323.76 ,0.00 
Subj7,Item1,AspV,NP_2,308.45 ,0.00 
Subj7,Item2,PrefV,Verb,263.47 ,0.30 
Subj7,Item2,PrefV,NP,250.88 ,0.30 
Subj7,Item2,PrefV,NP_1,366.83 ,0.30 
Subj7,Item2,PrefV,NP_2,302.26 ,0.30 
Subj7,Item3,NonPrefV,Verb,290.30 ,0.00 
Subj7,Item3,NonPrefV,NP,228.21 ,0.00 
Subj7,Item3,NonPrefV,NP_1,264.90 ,0.00 
Subj7,Item3,NonPrefV,NP_2,332.23 ,0.00 
Subj7,Item4,AspV,Verb,461.74 ,0.00 
Subj7,Item4,AspV,NP,489.05 ,0.00 
Subj7,Item4,AspV,NP_1,1139.10 ,0.00 
Subj7,Item4,AspV,NP_2,355.11 ,0.00 
Subj7,Item5,PrefV,Verb,347.17 ,0.30 
Subj7,Item5,PrefV,NP,299.12 ,0.30 
Subj7,Item5,PrefV,NP_1,253.25 ,0.30 
Subj7,Item5,PrefV,NP_2,160.54 ,0.30 
Subj7,Item6,NonPrefV,Verb,215.23 ,0.20 
Subj7,Item6,NonPrefV,NP,252.60 ,0.20 
Subj7,Item6,NonPrefV,NP_1,191.98 ,0.20 
Subj7,Item6,NonPrefV,NP_2,277.97 ,0.20 
Subj7,Item7,AspV,Verb,303.21 ,0.00 
Subj7,Item7,AspV,NP,336.53 ,0.00 
Subj7,Item7,AspV,NP_1,400.71 ,0.00 
Subj7,Item7,AspV,NP_2,350.55 ,0.00 
Subj7,Item8,PrefV,Verb,244.07 ,0.10 
Subj7,Item8,PrefV,NP,279.55 ,0.10 
Subj7,Item8,PrefV,NP_1,378.28 ,0.10 
Subj7,Item8,PrefV,NP_2,296.95 ,0.10 
Subj7,Item9,NonPrefV,Verb,275.36 ,0.10 
Subj7,Item9,NonPrefV,NP,325.97 ,0.10 
Subj7,Item9,NonPrefV,NP_1,342.73 ,0.10 
Subj7,Item9,NonPrefV,NP_2,342.75 ,0.10 
Subj7,Item10,AspV,Verb,243.81 ,0.00 
Subj7,Item10,AspV,NP,215.10 ,0.00 
Subj7,Item10,AspV,NP_1,299.79 ,0.00 
Subj7,Item10,AspV,NP_2,317.85 ,0.00 
Subj7,Item11,PrefV,Verb,294.21 ,0.50 
Subj7,Item11,PrefV,NP,248.07 ,0.50 
Subj7,Item11,PrefV,NP_1,284.18 ,0.50 
Subj7,Item11,PrefV,NP_2,302.82 ,0.50 
Subj7,Item12,NonPrefV,Verb,274.32 ,0.40 
Subj7,Item12,NonPrefV,NP,244.95 ,0.40 
Subj7,Item12,NonPrefV,NP_1,200.95 ,0.40 
Subj7,Item12,NonPrefV,NP_2,206.32 ,0.40 
Subj7,Item13,AspV,Verb,207.13 ,0.00 
Subj7,Item13,AspV,NP,228.49 ,0.00 
Subj7,Item13,AspV,NP_1,265.12 ,0.00 
Subj7,Item13,AspV,NP_2,316.41 ,0.00 
Subj7,Item14,PrefV,Verb,300.41 ,0.35 
Subj7,Item14,PrefV,NP,365.63 ,0.35 
Subj7,Item14,PrefV,NP_1,253.06 ,0.35 
Subj7,Item14,PrefV,NP_2,160.43 ,0.35 
Subj7,Item15,NonPrefV,Verb,242.27 ,0.00 
Subj7,Item15,NonPrefV,NP,166.14 ,0.00 
Subj7,Item15,NonPrefV,NP_1,173.62 ,0.00 
Subj7,Item15,NonPrefV,NP_2,308.24 ,0.00 
Subj7,Item16,AspV,Verb,282.70 ,0.05 
Subj7,Item16,AspV,NP,237.44 ,0.05 
Subj7,Item16,AspV,NP_1,209.43 ,0.05 
Subj7,Item16,AspV,NP_2,278.68 ,0.05 
Subj7,Item17,PrefV,Verb,180.61 ,0.10 
Subj7,Item17,PrefV,NP,202.68 ,0.10 
Subj7,Item17,PrefV,NP_1,240.11 ,0.10 
Subj7,Item17,PrefV,NP_2,276.36 ,0.10 
Subj7,Item18,NonPrefV,Verb,208.63 ,0.05 
Subj7,Item18,NonPrefV,NP,197.83 ,0.05 
Subj7,Item18,NonPrefV,NP_1,203.93 ,0.05 
Subj7,Item18,NonPrefV,NP_2,177.28 ,0.05 
Subj7,Item19,AspV,Verb,337.32 ,0.20 
Subj7,Item19,AspV,NP,289.31 ,0.20 
Subj7,Item19,AspV,NP_1,483.24 ,0.20 
Subj7,Item19,AspV,NP_2,366.03 ,0.20 
Subj7,Item20,PrefV,Verb,208.51 ,0.40 
Subj7,Item20,PrefV,NP,213.72 ,0.40 
Subj7,Item20,PrefV,NP_1,235.13 ,0.40 
Subj7,Item20,PrefV,NP_2,367.88 ,0.40 
Subj7,Item21,NonPrefV,Verb,264.76 ,0.00 
Subj7,Item21,NonPrefV,NP,412.11 ,0.00 
Subj7,Item21,NonPrefV,NP_1,425.55 ,0.00 
Subj7,Item21,NonPrefV,NP_2,294.17 ,0.00 
Subj7,Item22,AspV,Verb,261.54 ,0.15 
Subj7,Item22,AspV,NP,232.76 ,0.15 
Subj7,Item22,AspV,NP_1,285.52 ,0.15 
Subj7,Item22,AspV,NP_2,287.59 ,0.15 
Subj7,Item23,PrefV,Verb,377.94 ,0.55 
Subj7,Item23,PrefV,NP,376.61 ,0.55 
Subj7,Item23,PrefV,NP_1,295.17 ,0.55 
Subj7,Item23,PrefV,NP_2,345.20 ,0.55 
Subj7,Item24,NonPrefV,Verb,288.56 ,0.00 
Subj7,Item24,NonPrefV,NP,274.65 ,0.00 
Subj7,Item24,NonPrefV,NP_1,357.36 ,0.00 
Subj7,Item24,NonPrefV,NP_2,324.68 ,0.00 
Subj7,Item25,AspV,Verb,320.21 ,0.00 
Subj7,Item25,AspV,NP,256.88 ,0.00 
Subj7,Item25,AspV,NP_1,596.11 ,0.00 
Subj7,Item25,AspV,NP_2,425.56 ,0.00 
Subj7,Item26,PrefV,Verb,412.04 ,0.60 
Subj7,Item26,PrefV,NP,520.81 ,0.60 
Subj7,Item26,PrefV,NP_1,577.46 ,0.60 
Subj7,Item26,PrefV,NP_2,536.19 ,0.60 
Subj7,Item27,NonPrefV,Verb,334.57 ,0.00 
Subj7,Item27,NonPrefV,NP,430.45 ,0.00 
Subj7,Item27,NonPrefV,NP_1,347.09 ,0.00 
Subj7,Item27,NonPrefV,NP_2,475.26 ,0.00 
Subj7,Item28,AspV,Verb,245.51 ,0.00 
Subj7,Item28,AspV,NP,249.54 ,0.00 
Subj7,Item28,AspV,NP_1,253.65 ,0.00 
Subj7,Item28,AspV,NP_2,289.04 ,0.00 
Subj7,Item29,PrefV,Verb,324.44 ,0.25 
Subj7,Item29,PrefV,NP,325.09 ,0.25 
Subj7,Item29,PrefV,NP_1,421.72 ,0.25 
Subj7,Item29,PrefV,NP_2,322.46 ,0.25 
Subj7,Item30,NonPrefV,Verb,421.76 ,0.20 
Subj7,Item30,NonPrefV,NP,274.36 ,0.20 
Subj7,Item30,NonPrefV,NP_1,469.07 ,0.20 
Subj7,Item30,NonPrefV,NP_2,271.76 ,0.20 
Subj7,Item31,AspV,Verb,292.41 ,0.00 
Subj7,Item31,AspV,NP,166.31 ,0.00 
Subj7,Item31,AspV,NP_1,317.75 ,0.00 
Subj7,Item31,AspV,NP_2,383.04 ,0.00 
Subj7,Item32,PrefV,Verb,278.76 ,0.60 
Subj7,Item32,PrefV,NP,249.55 ,0.60 
Subj7,Item32,PrefV,NP_1,285.57 ,0.60 
Subj7,Item32,PrefV,NP_2,319.57 ,0.60 
Subj8,Item1,PrefV,Verb,192.86 ,0.60 
Subj8,Item1,PrefV,NP,182.70 ,0.60 
Subj8,Item1,PrefV,NP_1,269.45 ,0.60 
Subj8,Item1,PrefV,NP_2,304.17 ,0.60 
Subj8,Item2,NonPrefV,Verb,369.76 ,0.35 
Subj8,Item2,NonPrefV,NP,272.39 ,0.35 
Subj8,Item2,NonPrefV,NP_1,323.34 ,0.35 
Subj8,Item2,NonPrefV,NP_2,275.73 ,0.35 
Subj8,Item3,AspV,Verb,371.76 ,0.00 
Subj8,Item3,AspV,NP,1506.47 ,0.00 
Subj8,Item3,AspV,NP_1,307.72 ,0.00 
Subj8,Item3,AspV,NP_2,341.14 ,0.00 
Subj8,Item4,PrefV,Verb,177.71 ,0.90 
Subj8,Item4,PrefV,NP,168.36 ,0.90 
Subj8,Item4,PrefV,NP_1,158.99 ,0.90 
Subj8,Item4,PrefV,NP_2,262.21 ,0.90 
Subj8,Item5,NonPrefV,Verb,207.02 ,0.30 
Subj8,Item5,NonPrefV,NP,244.34 ,0.30 
Subj8,Item5,NonPrefV,NP_1,264.24 ,0.30 
Subj8,Item5,NonPrefV,NP_2,267.71 ,0.30 
Subj8,Item6,AspV,Verb,299.34 ,0.10 
Subj8,Item6,AspV,NP,301.43 ,0.10 
Subj8,Item6,AspV,NP_1,318.80 ,0.10 
Subj8,Item6,AspV,NP_2,351.54 ,0.10 
Subj8,Item7,PrefV,Verb,253.10 ,0.45 
Subj8,Item7,PrefV,NP,272.47 ,0.45 
Subj8,Item7,PrefV,NP_1,259.13 ,0.45 
Subj8,Item7,PrefV,NP_2,1062.40 ,0.45 
Subj8,Item8,NonPrefV,Verb,277.66 ,0.25 
Subj8,Item8,NonPrefV,NP,247.77 ,0.25 
Subj8,Item8,NonPrefV,NP_1,283.79 ,0.25 
Subj8,Item8,NonPrefV,NP_2,270.37 ,0.25 
Subj8,Item9,AspV,Verb,241.36 ,0.10 
Subj8,Item9,AspV,NP,213.31 ,0.10 
Subj8,Item9,AspV,NP_1,282.60 ,0.10 
Subj8,Item9,AspV,NP_2,269.38 ,0.10 
Subj8,Item10,PrefV,Verb,286.18 ,0.35 
Subj8,Item10,PrefV,NP,255.57 ,0.35 
Subj8,Item10,PrefV,NP_1,338.86 ,0.35 
Subj8,Item10,PrefV,NP_2,290.94 ,0.35 
Subj8,Item11,NonPrefV,Verb,359.87 ,0.40 
Subj8,Item11,NonPrefV,NP,503.39 ,0.40 
Subj8,Item11,NonPrefV,NP_1,384.74 ,0.40 
